40000 29 515 
15558 18770 T 15
22113 20441 D 17
23949 37076 T 5
21605 7190 D 18
24641 27055 D 18
20110 20782 D 19
3087 8473 T 5
15402 30056 D 18
8826 19887 S 19
327 25273 D 6
22348 30139 S 6
37329 9991 S 19
37046 19206 S 19
36339 8411 T 16
16883 17757 S 13
4164 36288 D 13
16174 20301 D 4
5573 27723 D 17
17861 1431 S 9
11422 39912 D 10
15469 1256 D 1
9667 34312 T 3
12068 8222 D 12
4509 31132 S 19
11432 22201 T 3
6275 16066 D 16
17497 25853 T 14
25764 25537 T 15
26793 37468 S 14
31779 13326 T 19
21547 30896 S 2
22027 38351 D 4
16904 22030 T 8
34447 4442 D 12
26646 39341 S 7
24877 12707 D 15
10174 12086 S 1
25411 20190 T 11
11085 11281 T 16
5983 17861 D 12
36242 22438 D 15
23231 6080 D 4
5420 21602 S 6
30661 21333 D 2
29770 35500 T 18
15689 33990 T 16
1622 36908 T 17
11120 28210 S 15
6999 25609 T 14
31689 22438 S 16
392 7798 T 18
29130 11129 T 8
2980 20078 D 11
10420 1622 T 3
38529 7082 S 15
31643 35543 D 4
21151 36815 D 8
15605 14384 S 6
22181 19110 D 17
30238 24339 T 17
769 13343 D 15
14964 2731 S 7
6164 28281 S 10
23823 21906 D 7
18720 7078 T 11
21461 13166 T 5
32275 6421 T 8
30760 26920 D 8
262 13021 T 11
15751 11350 S 14
35982 33614 T 12
15519 1576 T 6
8653 27996 T 13
1161 31584 D 15
38005 26816 T 10
13735 17084 D 14
30104 4765 S 8
12466 39695 T 6
29660 32896 S 9
34471 38435 S 7
26430 17032 T 4
8616 5100 S 9
31915 22379 T 16
39462 33785 T 10
34901 34271 D 13
30317 4946 S 15
37842 36768 S 19
31554 13623 S 7
27007 6781 D 8
11880 12005 D 13
34384 15735 T 14
5871 21789 D 11
12411 588 D 8
1885 20301 D 17
13420 558 S 11
10533 5584 S 10
12364 17585 S 7
29589 24456 T 18
36542 30183 S 17
8323 22986 D 17
19925 7669 T 18
27969 38866 D 12
39423 38980 D 14
4563 18372 D 19
35956 33356 T 16
14163 18262 T 8
8444 12740 D 15
35725 16296 T 10
20317 13663 T 1
12528 8048 S 12
7027 1441 S 11
19812 18453 S 3
8161 11443 D 5
29704 36235 D 10
8975 2493 T 13
15141 5115 D 1
18777 3213 S 13
11260 2469 S 8
3909 14213 D 10
29018 147 S 3
11589 29855 S 19
22441 8878 S 5
7723 7054 S 11
12168 38221 D 19
1433 14763 D 14
13584 18203 D 4
28768 6258 T 16
6404 29755 D 6
15961 27165 S 14
32395 11426 D 19
18479 7689 T 10
2261 34001 S 18
8763 32891 T 19
7445 36416 S 2
39025 26457 S 17
12564 14365 D 13
37882 35408 S 3
6833 2149 D 19
9837 2426 D 17
32778 19304 T 6
12194 17582 S 6
10349 9131 D 1
35587 11606 D 4
25970 34574 D 1
26333 12654 S 18
14802 29925 D 12
28702 12544 S 12
31847 34285 T 13
11866 32312 T 3
37794 21288 S 1
32893 39093 S 13
30018 27259 D 2
39912 2247 D 6
28523 13399 S 8
25942 14199 T 2
8483 7129 D 5
35792 27266 S 19
8554 23206 T 13
18650 21198 T 10
8456 8429 T 15
10675 27235 D 5
36985 543 D 9
14741 532 T 10
7660 7949 S 14
31566 35190 S 1
14747 16704 T 7
37901 10928 S 11
19356 23429 T 1
7015 19562 S 6
20105 31055 T 5
31586 13045 T 16
17345 14343 D 12
5884 36084 S 4
12788 6945 S 8
17872 8790 S 6
28571 13526 S 11
29439 5539 S 17
32946 15563 S 9
28607 15159 T 8
25854 19176 S 10
15260 20241 T 11
23537 11799 T 6
16941 33889 T 4
3766 14948 S 13
16838 33382 D 2
8945 36190 D 12
7701 14441 T 18
33617 11066 S 5
31306 19416 T 16
27567 13767 T 16
4008 3940 D 5
18887 3815 S 19
33549 36428 D 18
32617 32524 T 13
6964 32600 T 14
17 4568 T 4
20335 24488 T 7
34607 11468 D 6
11759 11479 D 6
15294 3715 D 5
36494 24578 D 3
17101 36784 D 19
25736 12352 S 10
13271 12211 T 8
33050 12292 T 19
20111 6617 T 13
18095 25359 T 18
25425 37937 D 12
22514 35322 D 18
32106 29509 D 14
38213 26434 D 4
38644 13369 D 18
22013 2946 D 19
5914 38322 D 9
23680 1912 D 11
39848 1384 S 18
36706 31103 D 7
16964 27414 D 5
13847 2946 S 19
16315 28098 S 13
31043 12588 T 5
7261 19848 S 2
21760 20118 D 14
21502 16471 S 7
3926 11351 D 18
35116 39075 T 5
2020 19073 S 2
3522 7396 D 17
19983 2517 D 19
18716 37890 D 17
18007 39986 S 10
16456 11457 S 2
22808 6490 T 3
5564 26388 T 3
1813 26449 D 15
33844 27985 S 16
26853 20472 D 9
18361 1012 D 9
997 17180 S 3
28636 38997 D 10
5486 28158 T 10
14545 34362 S 2
20811 29957 D 14
14293 17940 D 11
38411 14957 D 14
15969 5459 T 15
22638 38069 T 19
37065 21306 T 1
9463 26545 S 8
20906 13992 D 19
3948 14758 T 4
29049 30257 D 17
1566 22449 D 10
24259 6424 S 12
4493 17971 S 7
39276 18996 T 7
1892 3114 D 4
17105 14867 T 2
29624 26290 T 4
16546 7733 S 4
26534 35768 S 11
38544 19198 T 14
33520 21264 T 3
36611 37755 T 15
37220 12387 D 19
27254 31218 D 11
17507 16429 S 1
20513 23439 D 4
19206 33215 T 14
8764 24581 T 1
2196 14432 T 8
12186 18368 S 8
27106 7660 T 14
38878 865 T 2
13645 8544 S 3
31982 711 T 5
33925 4448 S 12
25380 38775 D 19
13206 21806 D 16
173 16390 S 18
24050 284 T 7
37501 21928 D 4
26823 31506 T 9
32216 28265 S 15
29064 4333 D 9
3108 15556 T 3
33713 21102 D 1
33843 14611 S 5
14894 11854 D 10
30133 25536 S 12
17041 10600 T 5
38864 14804 S 8
19136 2333 T 16
14240 37092 T 13
18193 18371 D 11
32981 15701 S 10
23907 16153 S 13
1688 25566 S 15
32517 23103 T 9
34258 5137 T 1
7469 14382 S 5
11473 15951 T 6
34321 27846 S 6
39898 13387 D 11
29539 33554 D 1
15471 25188 S 1
4642 23343 T 13
28479 11378 D 19
25759 36984 S 4
12935 3664 S 9
27861 6709 S 9
20095 7842 S 8
1395 2108 S 11
27295 3516 S 7
23210 16922 D 14
28299 35832 S 13
32815 17993 D 19
18008 16297 D 6
23005 29319 D 18
37160 37892 D 15
40000 6295 D 8
6162 29324 S 12
6245 39121 T 13
34952 1398 S 7
15742 1649 D 5
17945 28278 D 9
17596 29595 T 15
27487 5835 S 12
12129 14133 S 15
3457 23065 T 3
18537 37775 D 10
35524 38252 T 16
39900 16529 T 8
4807 982 D 1
26928 8247 T 12
14081 39520 D 17
13653 5734 D 8
25150 33917 S 12
31691 20109 T 11
14712 7484 S 6
20365 36195 S 3
37176 33007 S 16
1253 37432 S 10
33304 29471 D 17
35204 20502 S 14
14418 39928 S 16
20036 33916 D 14
37752 17208 S 12
13402 23573 T 7
16579 7209 D 18
993 25899 S 11
11722 9167 T 1
29668 18018 S 11
17945 4020 S 11
37935 21627 D 18
35186 23846 S 9
7418 13438 S 2
16999 2898 S 10
28796 13102 S 14
18620 2592 S 13
16961 23775 S 10
24146 678 T 11
18656 3724 D 2
27569 20622 T 5
34060 34295 D 2
37192 38921 T 17
8374 23093 D 19
25684 19353 D 9
3127 33061 D 18
33738 15841 D 18
19564 16172 S 10
36794 1366 S 3
35660 39213 D 13
34485 9069 D 5
32161 30748 T 14
6452 14188 S 5
7248 7090 D 12
19282 35256 T 2
7779 28667 S 15
30032 22560 T 18
21772 11797 D 12
20865 22785 T 7
9885 38021 D 8
12208 33114 S 18
204 11818 T 1
3425 19224 T 5
4242 38771 S 19
21330 29311 S 2
1107 20263 S 14
3047 23878 D 2
18251 7624 T 15
737 7884 S 5
19701 12111 D 3
27686 13218 D 1
11989 35511 D 17
21173 27921 T 3
8183 4831 D 7
25060 24654 D 10
28629 38834 D 3
3069 21792 S 15
30254 32489 S 5
5707 25631 T 1
21141 14177 S 4
2097 134 T 3
1316 17899 T 19
2552 27428 S 16
22614 1564 S 14
19707 36258 T 8
25099 3401 T 18
29031 19525 S 3
33701 8566 S 16
8700 26133 D 14
4031 9345 S 4
33124 7835 D 17
9398 7363 S 5
3621 2573 S 5
5974 16020 T 6
31896 17077 S 9
21994 39419 D 4
25551 9230 T 7
14926 22505 S 9
30339 19332 D 14
23047 14260 T 2
16832 20609 S 9
32980 23963 T 1
1039 4743 D 10
4162 17272 S 14
26501 3488 T 8
22344 37215 D 1
16546 22316 D 7
36575 33963 T 17
10923 30698 S 3
14660 32131 D 6
36873 28303 T 17
5574 37862 T 2
37701 31798 S 5
25364 32030 T 7
10697 37848 T 8
28162 13166 T 19
3864 34999 T 13
27129 24465 D 14
9119 18358 D 15
12571 37540 T 7
25689 25674 S 18
17703 15744 S 18
9943 39868 D 13
13034 38106 T 19
33104 36525 S 13
17341 18695 S 6
33404 14675 D 8
12214 36972 S 7
22645 2910 D 8
15005 7320 D 7
7188 6176 T 12
4281 16591 S 7
9467 25239 D 2
3934 10904 T 14
25578 7118 S 13
4089 15906 T 17
15167 30052 S 1
37372 37585 D 18
3760 34520 T 10
11110 14599 S 8
36189 8448 T 11
15704 13350 D 16
16820 29825 S 17
5730 16523 T 1
2927 20128 T 4
17712 18888 S 18
13408 18690 D 1
29640 16696 D 14
21495 1530 D 18
14880 12464 D 1
2288 22958 D 7
39480 5654 S 7
25781 29036 S 5
7923 32966 D 17
8007 32587 S 3
9282 39995 D 9
37876 2127 S 18
10942 15508 D 13
34817 2467 S 1
8120 35566 S 18
24601 21164 D 19
14130 468 T 1
29406 1459 T 2
37805 32311 S 10
30789 2843 S 1
14702 1943 T 4
4409 28906 T 15
20823 22275 D 19
3438 21933 S 2
22400 33558 D 5
31368 4892 T 1
37202 29008 T 19
28203 25989 S 4
24284 37380 D 15
22637 5291 S 4
27565 29408 S 10
11340 32235 T 14
22144 37327 S 13
38570 5089 S 6
30449 23885 T 17
6225 2534 S 11
36265 30327 S 19
31969 5827 S 17
35235 16650 T 1
5236 11807 T 4
5485 38559 S 19
40000 36276 T 18
20160 12639 T 12
11524 23355 S 14
10034 25147 S 17
30973 30808 S 12
3809 28421 T 7
36579 29445 S 18
24355 33665 D 6
29940 38643 T 7
7633 12954 D 9
36309 38781 D 9
20279 35390 T 2
22549 26229 D 1
11001 22942 S 5
12386 28175 D 9
21839 12108 T 1
7102 24951 T 11
37904 36470 S 15
35250 2591 S 16
37981 1600 D 9
24180 13293 S 14
32587 38638 D 4
26812 8752 D 3
17211 8214 D 19
33164 20416 T 9
16885 14695 D 19
17285 11239 T 15
9190 39849 S 9
9494 31735 D 7
26724 27660 S 19
32763 37819 T 4
6032 24373 S 5
4788 18739 T 4
33433 37299 D 1
8538 6875 T 7
6723 10831 D 4
38917 35997 T 6
20009 18050 D 1
15868 6767 S 3
31139 9733 S 6
24824 33113 T 4
30412 36810 S 7
36 4011 D 14
14841 16827 S 8
9175 33972 D 2
8373 31275 S 2
38042 17401 T 4
27134 12638 S 8
2103 20814 T 11
13975 8241 T 14
12251 33544 D 14
10370 36445 T 19
26768 29301 T 11
16927 3384 S 9
20785 10926 D 15
23563 7365 D 10
28178 35493 S 6
3733 38695 T 16
28591 29633 D 1
22429 29329 T 17
14981 19935 S 11
23318 12772 T 3
23697 36430 S 7
3794 17300 S 10
12793 36510 S 5
31556 39341 D 19
25326 20989 D 5
6669 30313 T 12
6599 10342 S 11
19466 9487 T 19
2269 27797 S 6
1448 25105 T 10
17966 17564 S 11
13257 8680 T 15
26020 37828 T 6
24492 19637 S 15
26330 20597 S 1
26436 36784 D 7
24580 4785 D 4
29889 21854 T 8
39417 12791 S 10
17822 28801 D 9
26628 10293 S 18
29929 7217 T 13
24166 4975 S 5
1759 23713 S 10
28497 30420 D 12
12273 34392 S 3
3534 25373 T 19
14173 21024 S 3
31316 18076 T 11
21645 35887 D 5
862 8609 T 17
32321 12065 D 15
38836 23082 S 10
13825 10849 T 18
32574 25271 D 13
2646 16613 T 3
34688 4872 T 1
37110 38113 S 8
3073 27606 T 1
36022 14955 S 12
38036 4469 T 10
15317 10523 S 9
35793 24282 T 9
37246 11237 S 13
12460 33011 T 4
31123 15813 T 4
39771 37185 S 18
12139 34854 T 5
39322 22022 D 2
32544 3954 S 9
24587 22571 T 16
30159 4581 T 3
37591 7436 S 8
19601 5134 D 11
38670 37903 S 11
29109 34867 T 8
16888 28423 S 16
28728 7356 T 17
26278 6302 D 19
10882 34316 D 6
1752 16648 T 7
18133 5500 T 18
39755 4939 T 12
36157 34000 D 11
18774 5768 D 6
13123 2003 D 7
8304 5014 D 8
39330 23946 T 19
36945 13898 S 3
15749 8561 S 6
9851 12194 D 9
6193 10713 D 10
12832 26935 T 15
28937 2337 D 15
3702 26597 T 5
10542 36785 S 11
7034 11950 D 2
16862 10794 T 2
19339 28057 S 2
35121 827 S 15
27761 32020 D 14
34356 4666 S 9
31262 23063 D 18
16199 34255 D 17
2556 20907 D 12
28052 26058 S 5
10466 31553 D 8
32379 32475 T 3
24494 36499 T 11
37516 39826 D 5
22888 10698 S 14
1304 25274 S 3
2532 17387 S 16
39796 14814 D 19
2718 16303 S 17
5129 22089 S 11
14939 37476 S 17
37301 10785 T 12
17835 20864 D 9
2490 30648 S 6
4386 28033 D 9
39198 11689 D 1
24343 26642 D 3
8730 1299 D 19
38774 9323 T 17
20108 30056 S 10
7271 28239 S 5
18886 21836 T 2
9868 28496 T 10
36537 38247 D 12
24888 694 S 17
1992 18498 D 6
27820 38815 T 14
28870 2156 T 17
26747 8355 S 5
30190 38792 D 13
23639 5411 S 7
9 9158 T 13
9851 7755 T 8
22604 17557 D 17
16371 31206 S 15
29713 5977 T 4
10683 25391 S 16
24182 36401 S 1
1812 31810 S 12
967 21752 T 19
25858 30636 T 17
4544 13377 S 17
934 18992 S 13
21321 12941 T 3
38331 21899 D 2
18300 15563 T 16
3724 3734 D 14
25485 34053 T 17
21040 16277 T 19
26006 20444 T 6
39436 25355 S 19
38296 21042 D 13
2940 31040 S 3
6602 34877 D 18
34962 8687 T 10
39091 15930 S 19
32207 36996 D 2
17439 4915 S 6
26621 15439 T 18
36480 35795 D 1
26834 26087 T 2
17315 3766 D 17
8804 11480 T 18
23761 13563 T 18
6910 22794 T 2
24060 28384 S 11
3822 24258 S 7
20052 6193 D 11
28631 2136 T 12
5902 36785 D 4
4616 7292 S 11
20854 39679 D 18
18824 23928 D 19
12311 2387 T 2
22997 38214 T 6
758 37911 S 1
36398 2957 T 1
36093 9903 D 8
17194 28658 D 4
24689 18834 S 18
39113 26974 T 17
25713 5365 T 15
3578 29395 D 18
23657 14393 S 7
13701 18109 S 9
28011 28412 T 6
13421 21344 D 19
36529 14466 D 9
37791 37071 S 9
2435 23675 D 5
9421 36671 T 9
7415 25827 D 11
287 28187 S 14
12950 19521 D 4
864 22157 S 19
36622 18803 T 5
12225 32802 S 13
16476 2829 T 2
35851 12775 D 11
34953 24807 T 17
9345 33399 D 12
12919 6090 S 7
28246 25846 S 15
1000 36912 T 6
29713 22600 D 13
21781 37607 T 10
6733 113 S 18
21271 27035 T 8
20433 13161 T 17
19250 14276 D 10
121 11012 S 6
4275 37046 T 15
15998 34928 D 12
28886 14018 S 3
14130 25359 T 8
12393 23280 T 6
32792 31628 S 16
5903 29662 D 16
37025 37303 T 4
30701 10542 D 2
5469 17218 D 14
31235 12586 S 9
37945 9034 S 17
28665 15834 S 1
3813 22042 T 9
8055 38440 D 18
32094 11937 S 13
18830 27069 T 15
639 23021 D 11
31959 30384 S 10
39417 19760 T 15
31945 36105 D 5
18146 28442 T 19
23233 10267 T 4
22203 26712 D 19
10132 9371 S 2
28743 29391 D 7
19774 25287 T 1
1398 3546 D 10
39650 38569 S 18
27010 30923 D 9
1189 20682 D 5
7393 9096 S 1
18466 35162 T 8
24552 19992 S 8
1630 34864 S 12
38409 8898 T 5
7466 18171 D 5
5445 37959 T 5
18640 15694 D 11
21141 36208 S 6
27721 17256 T 7
33599 23779 D 16
14994 18223 T 18
23472 23678 S 6
1848 5423 T 9
3381 11890 D 3
27583 25709 D 10
18268 33365 T 10
6973 551 S 6
24330 20263 T 9
34837 23108 S 6
3137 9591 D 3
15013 12769 T 12
24658 7960 D 1
33669 26574 T 17
16291 14699 S 6
15250 25238 T 6
1852 8687 D 2
28147 681 D 11
10272 6000 T 8
18769 33950 D 16
1909 22200 T 1
8774 14740 D 7
29438 10844 T 17
36081 24862 S 5
33549 28574 T 2
25606 31375 T 11
33727 38299 T 9
28600 2949 S 3
25148 9697 T 6
24436 15357 S 4
26200 20013 D 19
1227 4585 D 11
29510 36592 D 16
24319 14853 T 15
13152 17560 T 2
16860 31866 S 10
1563 104 S 16
15460 3967 D 17
20332 3839 D 19
8423 22264 D 12
18855 18208 T 8
33060 9445 S 18
23356 811 T 2
29029 21980 S 5
22083 27205 D 2
27523 9163 T 14
13001 4901 S 9
27164 31150 T 18
9357 14159 T 10
23604 12167 D 19
12978 38348 S 7
16680 2099 D 3
25655 38239 D 6
3753 17265 S 16
22165 35849 S 9
26999 35640 S 14
9799 6296 T 11
18462 29158 S 15
27505 3885 T 15
5983 7799 T 11
6038 24657 D 6
1922 14900 S 3
7100 6477 D 14
2117 30519 D 19
33166 10983 S 13
140 38379 S 8
2264 14621 T 15
22420 20181 D 17
1190 30104 S 7
1355 10196 D 15
16673 6017 D 18
32887 14764 T 13
25746 28722 T 15
23452 22504 D 11
37124 27117 S 18
3650 15603 S 19
5706 28005 D 18
34552 24200 S 6
26569 7120 T 9
21883 9770 T 6
34843 28593 T 18
11096 28803 T 19
12271 27025 T 1
2627 17520 D 9
1876 17762 D 6
38314 23608 T 3
27079 30367 S 15
136 35250 D 8
23842 35511 S 19
24313 13633 S 7
37010 12677 T 9
26548 15020 T 19
29134 12414 T 16
36021 28853 D 16
15571 38423 S 14
33673 37706 D 5
33216 13013 S 14
22997 1014 S 5
13690 4724 S 14
19744 16665 D 18
29078 6214 D 4
31419 34058 D 17
32480 29314 D 10
27019 15139 D 6
28151 1524 T 11
38889 33630 T 10
38354 39850 S 17
16514 30530 D 3
33095 8703 S 11
2760 27943 D 5
13608 39604 S 6
14743 14112 D 5
11987 379 S 12
30360 30601 D 17
30450 25321 T 12
12202 19189 T 7
24243 28652 D 12
12946 14014 D 12
13618 32687 S 18
3150 33444 S 15
33822 30700 S 10
17652 38517 T 9
20189 5110 S 5
20651 13026 S 13
1677 23847 S 14
37861 3191 D 4
32229 17407 S 11
7202 12848 D 5
39899 21930 S 17
20446 27153 T 18
28614 29770 D 16
39148 27062 T 15
10909 38755 S 19
38297 5675 T 10
19434 1842 S 19
11041 25470 T 13
7399 38269 D 4
25421 6843 T 10
32965 14205 D 12
37618 26510 T 19
25264 33788 T 13
35815 15651 S 18
17492 32689 S 9
14510 18595 D 15
16863 24312 D 13
27507 23635 D 18
34191 25022 T 3
7883 38220 T 11
28360 3036 S 16
18686 19844 S 3
8884 34006 D 3
8953 13237 D 2
33900 36810 T 17
16796 22526 S 19
3899 7161 S 8
5381 35832 D 12
35219 14334 T 5
30529 10037 S 18
394 16551 T 13
29787 13511 D 18
6672 5018 T 7
23895 32375 T 10
39536 29951 S 2
25783 850 S 10
15183 5623 S 4
12011 30394 S 11
6944 16981 S 4
26843 38670 D 11
39 3619 T 14
35993 7785 S 6
37735 11297 D 17
12146 24505 S 18
26479 24830 D 8
11576 23567 D 14
547 18050 T 6
13071 13776 T 15
17394 34233 D 18
2017 5117 D 8
12765 31116 S 14
15621 9545 S 1
34375 27034 T 14
10600 33240 T 3
11289 25124 T 1
38899 8491 S 12
39075 23563 D 11
25031 23999 S 8
15114 5870 D 4
15415 20348 T 13
3733 11532 S 5
4771 25613 T 15
7089 5770 T 17
10612 23291 D 2
3205 1012 T 3
21362 37027 D 18
39249 37788 D 9
18135 38153 T 7
9684 21948 D 17
3912 7082 S 19
12851 16336 T 10
39626 31969 D 10
32980 83 S 13
26358 9796 T 7
7583 19783 T 10
14287 10126 S 13
28425 29188 D 7
36269 17990 T 6
34325 16674 D 8
8642 11134 D 10
4113 20546 S 4
30341 8536 D 13
28318 5400 D 5
11877 16629 T 7
5816 14053 D 12
32042 32325 D 12
5351 25541 S 8
36675 6151 S 11
23048 13333 D 8
18220 32741 S 3
34492 20358 T 12
36986 21123 D 17
35175 35658 T 15
27983 34199 T 12
19739 19306 T 17
21808 1048 D 1
10733 26568 T 10
15660 22258 T 14
38967 33686 T 1
11161 23187 S 14
18845 25398 S 13
19596 28893 T 6
4551 25594 T 2
26642 7410 T 14
33978 5808 S 12
24418 14518 S 9
4555 32658 D 1
12196 7145 T 4
28895 37360 D 12
26253 16136 S 2
1730 1683 T 14
9092 1077 S 10
6884 1124 T 11
11993 25197 D 19
14206 23076 T 3
30221 39719 D 15
37079 714 T 5
16850 20836 D 13
18870 16700 T 10
17776 18100 S 13
19223 32791 S 4
14339 19700 D 13
2776 21784 S 3
21503 25088 S 5
25802 25121 D 13
2308 37803 S 19
14502 17233 D 2
35332 32871 D 2
25661 21952 T 4
38004 31643 S 12
13427 32541 S 12
17629 27643 T 6
12763 827 S 10
34981 16364 S 4
29948 34440 D 9
27310 11399 D 1
33351 23713 T 9
15355 23269 S 8
15810 11313 T 15
38955 26273 D 16
27099 24706 T 15
37421 4794 S 5
39233 26023 S 16
33774 34237 S 10
17949 30592 T 14
10212 36016 S 2
3680 2145 S 11
28417 34436 S 14
19141 22897 T 1
27690 14562 S 15
36937 1981 T 12
36218 34736 S 12
21679 21717 D 15
14084 25905 D 7
24401 22776 S 6
17212 23801 D 9
6697 11334 D 18
25895 2248 S 12
581 20179 S 4
11266 20428 S 5
2144 11136 T 2
33392 35448 S 15
18223 10736 T 5
30889 7996 T 19
15681 30106 D 3
28705 2334 T 14
18864 27001 T 8
3781 29749 S 2
37236 610 S 14
36057 8843 D 8
15931 31729 S 19
36076 26906 D 6
17011 29077 S 9
27762 19496 D 4
2848 13786 S 13
39886 16179 D 12
16789 27406 S 18
36248 25220 D 16
13300 14949 S 17
1854 16103 T 12
1531 16221 T 7
35716 8635 D 11
18772 29024 D 4
5202 14094 D 18
37851 28931 S 17
14150 70 D 6
15018 10680 D 7
26782 3363 T 10
15936 2075 T 14
7061 6225 D 12
31600 8109 S 10
18554 9322 D 18
38252 35385 T 17
31807 2186 S 16
12865 18435 T 3
18149 1190 D 12
3264 30969 T 14
37194 8652 T 5
16760 33349 T 2
39022 29793 S 11
21529 11276 D 9
13461 31285 T 19
6071 25613 T 7
26803 39336 S 8
30305 20389 S 6
29040 25602 T 14
15303 27292 D 4
17084 5534 S 11
16809 3031 D 7
34315 13865 D 9
39477 27973 T 6
23660 39258 S 12
19646 38494 T 17
20448 3159 S 15
26802 4652 T 13
10185 7078 S 2
10108 36202 D 13
6418 26559 S 7
10883 18466 S 8
14075 30277 D 10
25123 35375 S 9
34885 2296 S 14
6948 36799 S 2
228 13473 D 19
6027 17738 D 4
648 1324 D 9
19790 39567 T 17
26195 7282 T 17
39008 15396 S 17
17691 3612 T 18
36763 33850 D 15
7323 38598 T 6
12687 3842 T 18
5166 36834 D 2
32752 19992 T 17
23626 31809 T 8
7204 36204 T 15
39816 28453 T 5
22303 36709 T 9
31658 29948 T 12
30141 21468 D 10
14653 31597 T 11
7941 24486 S 13
12646 9316 D 11
5519 27074 D 8
15527 39683 S 4
32744 24534 S 9
14481 23129 S 13
948 35478 S 18
27074 5594 T 4
26431 2057 D 8
7724 33481 D 13
20554 12725 S 9
12407 5895 D 11
30428 10416 S 5
33544 10999 S 9
6476 34862 T 19
456 25799 T 10
24208 549 S 2
34029 37591 D 4
10315 5509 D 18
11403 29978 T 10
393 2829 S 12
13827 38024 D 4
29238 27575 T 5
9725 20525 T 3
21073 31596 T 4
25538 16443 T 10
21951 18457 D 12
8434 28204 D 9
31033 23678 T 16
18054 12950 S 19
36876 17123 D 16
37647 38968 T 10
30563 15450 S 4
31892 1615 T 1
20072 15934 S 15
4137 27785 D 19
11462 21853 S 19
34802 6948 D 5
24070 26491 S 1
25459 31512 S 15
3313 16014 S 7
13980 25833 T 15
38118 5297 D 19
33081 5294 S 3
27147 26506 D 3
33453 19917 S 1
2760 37309 T 3
25172 17783 D 14
33796 14471 D 14
303 25437 T 7
27085 17085 S 14
18730 30801 D 13
13659 7818 D 16
24087 23208 D 16
16868 1981 T 3
19763 8356 D 16
19178 6912 D 4
28700 12214 D 18
25650 11279 T 12
38431 13358 T 2
17527 23486 T 4
3045 21944 D 5
20276 39872 T 12
4580 5175 S 12
8438 20336 D 11
28901 13841 D 10
21471 1573 S 4
14930 21887 S 14
1724 29301 T 11
11244 15230 T 2
11454 39332 T 3
858 30561 T 7
7249 32082 D 3
2274 8409 S 19
9981 22331 D 12
569 17395 D 9
6696 33193 T 2
4775 24441 D 14
20124 26423 D 4
16984 17456 S 17
5889 22115 T 19
26875 23782 T 16
2464 13664 S 1
31058 20888 S 14
14081 5085 S 13
25877 6909 S 2
33332 16397 T 12
30204 39015 D 17
17481 3981 D 14
27763 14273 S 15
27936 12028 T 15
32915 27636 D 18
29073 10549 D 19
17457 13634 T 6
26382 29688 D 1
28702 37407 T 7
1388 38692 S 6
12964 4448 T 18
12827 38040 T 6
25676 18396 T 6
28944 23993 D 4
33978 36052 S 10
25740 16402 S 19
13808 35030 S 1
30073 20214 D 4
21014 12775 D 12
7166 9232 S 8
27628 34077 D 19
18069 26340 S 9
18743 25567 S 6
1968 18405 S 5
9786 28601 T 8
5166 24369 D 10
33495 32234 T 8
1466 8655 T 2
39083 30145 S 11
12836 21338 D 17
3256 14305 T 11
29062 4038 T 9
28990 37374 D 6
21743 27005 D 13
15591 33056 T 8
38062 38454 T 7
28598 866 S 9
18555 36195 T 5
6852 21773 D 11
22162 33437 D 8
30810 18871 D 7
2228 18343 D 9
7750 29093 D 10
27546 26428 D 18
27293 6306 T 1
2500 3289 S 15
25061 97 S 4
33533 25430 T 3
4300 12734 D 7
27428 6442 T 7
35534 976 D 8
27403 32998 S 10
35655 5853 T 13
9141 29959 S 2
30055 38176 T 19
23605 8852 D 15
21585 26582 T 1
29375 534 T 15
37862 34232 S 8
27230 32617 T 2
34821 2261 D 15
28572 17599 S 4
12126 24992 S 7
30195 28253 T 6
11186 39823 D 16
36709 14036 T 8
8267 22510 S 8
11478 8848 D 12
7460 24825 T 9
38775 33826 S 7
18817 2277 T 18
30529 19318 D 13
19140 26988 S 14
37375 20443 T 14
2952 22954 T 10
28153 1276 T 17
26101 23687 T 19
13865 35355 S 18
33983 35107 T 11
10776 7889 S 8
31228 17552 T 12
37994 8884 D 9
28189 24436 T 18
22064 25156 D 15
5194 36298 D 16
31652 17868 T 10
9327 2486 S 12
6726 21775 S 2
39326 8484 S 17
13719 13502 T 13
34290 35398 T 9
20553 22902 S 4
19200 10257 S 19
24477 5598 T 19
8083 32036 T 13
13811 16625 D 13
21460 32019 S 5
5521 30479 D 1
25877 8034 T 17
30935 33381 S 12
39989 22387 D 8
27984 39229 D 15
31264 28523 S 19
5147 12690 T 12
4709 14072 T 9
903 7922 D 2
12307 11607 T 2
4987 7142 D 2
29528 12471 S 11
11699 4058 T 9
28932 9859 D 1
18900 8005 D 18
18428 27873 D 9
32146 25633 T 12
37239 28371 S 5
31864 2827 S 2
15297 25695 D 11
29752 37886 S 5
4096 16103 T 6
20459 18852 D 14
3076 25846 S 7
7831 17028 S 19
1750 36421 D 17
35599 39901 T 1
25595 2959 D 16
37196 5957 S 17
18411 28550 S 19
3753 23592 T 14
5789 8675 D 6
22054 34426 T 14
27198 11389 D 16
7641 21473 D 5
20784 13340 S 18
15648 20721 D 8
9270 39907 S 13
19850 23386 T 3
28413 14602 S 8
5379 3352 S 6
11092 33443 T 2
